edition,report_type,measure_name,state_name,rank,value,score,lower_CI,upper_CI,source
2022,2022 Senior,Hospice Care,Arizona,3.0,58.8,1.1,,,AHR data
2022,2022 Senior,Hospice Care,Arkansas,19.0,50.9,0.03,,,AHR data
2022,2022 Senior,Hospice Care,California,36.0,46.1,-0.63,,,AHR data
2022,2022 Senior,Hospice Care,Colorado,13.0,53.2,0.34,,,AHR data
2022,2022 Senior,Hospice Care,Connecticut,30.0,48.6,-0.29,,,AHR data
2022,2022 Senior,Hospice Care,Delaware,2.0,59.4,1.19,,,AHR data
2022,2022 Senior,Hospice Care,Florida,4.0,57.9,0.98,,,AHR data
2022,2022 Senior,Hospice Care,Georgia,18.0,51.0,0.04,,,AHR data
2022,2022 Senior,Hospice Care,Hawaii,40.0,45.4,-0.72,,,AHR data
2022,2022 Senior,Hospice Care,Idaho,9.0,53.9,0.44,,,AHR data
2022,2022 Senior,Hospice Care,Illinois,23.0,50.3,-0.05,,,AHR data
2022,2022 Senior,Hospice Care,Indiana,17.0,51.2,0.07,,,AHR data
2022,2022 Senior,Hospice Care,Iowa,7.0,56.2,0.75,,,AHR data
2022,2022 Senior,Hospice Care,Kansas,12.0,53.3,0.35,,,AHR data
2022,2022 Senior,Hospice Care,Kentucky,44.0,43.5,-0.98,,,AHR data
2022,2022 Senior,Hospice Care,Louisiana,25.0,50.0,-0.1,,,AHR data
2022,2022 Senior,Hospice Care,Maine,16.0,51.4,0.1,,,AHR data
2022,2022 Senior,Hospice Care,Maryland,34.0,47.6,-0.42,,,AHR data
2022,2022 Senior,Hospice Care,Massachusetts,32.0,47.8,-0.4,,,AHR data
2022,2022 Senior,Hospice Care,Michigan,10.0,53.8,0.42,,,AHR data
2022,2022 Senior,Hospice Care,Minnesota,11.0,53.5,0.38,,,AHR data
2022,2022 Senior,Hospice Care,Mississippi,41.0,45.2,-0.75,,,AHR data
2022,2022 Senior,Hospice Care,Missouri,24.0,50.2,-0.07,,,AHR data
2022,2022 Senior,Hospice Care,Montana,38.0,45.6,-0.69,,,AHR data
2022,2022 Senior,Hospice Care,Nebraska,19.0,50.9,0.03,,,AHR data
2022,2022 Senior,Hospice Care,Nevada,31.0,48.5,-0.3,,,AHR data
2022,2022 Senior,Hospice Care,New Hampshire,33.0,47.7,-0.41,,,AHR data
2022,2022 Senior,Hospice Care,New Jersey,38.0,45.6,-0.69,,,AHR data
2022,2022 Senior,Hospice Care,New Mexico,26.0,49.6,-0.15,,,AHR data
2022,2022 Senior,Hospice Care,New York,49.0,30.0,-2.0,,,AHR data
2022,2022 Senior,Hospice Care,North Carolina,28.0,49.2,-0.2,,,AHR data
2022,2022 Senior,Hospice Care,North Dakota,48.0,31.0,-2.0,,,AHR data
2022,2022 Senior,Hospice Care,Ohio,6.0,56.7,0.82,,,AHR data
2022,2022 Senior,Hospice Care,Oklahoma,22.0,50.4,-0.04,,,AHR data
2022,2022 Senior,Hospice Care,Oregon,13.0,53.2,0.34,,,AHR data
2022,2022 Senior,Hospice Care,Pennsylvania,27.0,49.3,-0.19,,,AHR data
2022,2022 Senior,Hospice Care,Rhode Island,5.0,57.5,0.93,,,AHR data
2022,2022 Senior,Hospice Care,South Carolina,21.0,50.8,0.01,,,AHR data
2022,2022 Senior,Hospice Care,South Dakota,45.0,43.2,-1.02,,,AHR data
2022,2022 Senior,Hospice Care,Tennessee,42.0,44.9,-0.79,,,AHR data
2022,2022 Senior,Hospice Care,Texas,15.0,52.8,0.29,,,AHR data
2022,2022 Senior,Hospice Care,Utah,1.0,60.5,1.34,,,AHR data
2022,2022 Senior,Hospice Care,Vermont,46.0,42.9,-1.06,,,AHR data
2022,2022 Senior,Hospice Care,Virginia,35.0,46.7,-0.54,,,AHR data
2022,2022 Senior,Hospice Care,Washington,37.0,46.0,-0.64,,,AHR data
2022,2022 Senior,Hospice Care,West Virginia,43.0,43.6,-0.97,,,AHR data
2022,2022 Senior,Hospice Care,Wisconsin,8.0,55.1,0.6,,,AHR data
2022,2022 Senior,Hospice Care,Wyoming,47.0,33.4,-2.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Alabama,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Alaska,1.0,14.0,-2.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Arizona,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Arkansas,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,California,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Colorado,8.0,15.0,-1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Connecticut,42.0,17.0,1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Delaware,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Florida,42.0,17.0,1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Georgia,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Hawaii,1.0,14.0,-2.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Idaho,1.0,14.0,-2.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Illinois,42.0,17.0,1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Indiana,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Iowa,8.0,15.0,-1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Kansas,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Kentucky,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Louisiana,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Maine,1.0,14.0,-2.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Maryland,8.0,15.0,-1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Massachusetts,42.0,17.0,1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Michigan,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Minnesota,8.0,15.0,-1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Mississippi,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Missouri,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Montana,8.0,15.0,-1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Nebraska,8.0,15.0,-1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Nevada,42.0,17.0,1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,New Hampshire,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,New Jersey,42.0,17.0,1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,New Mexico,8.0,15.0,-1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,New York,42.0,17.0,1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,North Carolina,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,North Dakota,8.0,15.0,-1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Ohio,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Oklahoma,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Oregon,1.0,14.0,-2.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Pennsylvania,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Rhode Island,42.0,17.0,1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,South Carolina,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,South Dakota,8.0,15.0,-1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Tennessee,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Texas,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Utah,1.0,14.0,-2.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Vermont,8.0,15.0,-1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Virginia,20.0,16.0,0.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Washington,1.0,14.0,-2.0,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,West Virginia,42.0,17.0,1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Wisconsin,8.0,15.0,-1.06,,,AHR data
2022,2022 Senior,Hospital Readmissions - Ages 65-74,Wyoming,8.0,15.0,-1.06,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Alaska,26.0,0.53,0.53,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Alabama,9.0,1.31,1.31,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Arkansas,4.0,1.54,1.54,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Arizona,29.0,0.43,0.43,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,California,49.0,-1.69,-1.69,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Colorado,34.0,0.07,0.07,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Connecticut,46.0,-1.19,-1.19,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Delaware,22.0,0.76,0.76,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Florida,36.0,-0.21,-0.21,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Georgia,32.0,0.32,0.32,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Hawaii,44.0,-0.8,-0.8,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Iowa,6.0,1.44,1.44,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Idaho,17.0,0.99,0.99,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Illinois,38.0,-0.34,-0.34,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Indiana,13.0,1.15,1.15,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Kansas,16.0,1.01,1.01,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Kentucky,10.0,1.24,1.24,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Louisiana,12.0,1.17,1.17,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Massachusetts,46.0,-1.19,-1.19,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Maryland,38.0,-0.34,-0.34,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Maine,31.0,0.37,0.37,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Michigan,24.0,0.6,0.6,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Minnesota,27.0,0.5,0.5,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Missouri,20.0,0.91,0.91,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Mississippi,8.0,1.33,1.33,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Montana,18.0,0.94,0.94,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,North Carolina,25.0,0.57,0.57,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,North Dakota,3.0,1.7,1.7,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Nebraska,15.0,1.03,1.03,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,New Hampshire,43.0,-0.66,-0.66,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,New Jersey,50.0,-2.0,-2.0,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,New Mexico,19.0,0.92,0.92,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Nevada,40.0,-0.57,-0.57,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,New York,48.0,-1.58,-1.58,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Ohio,23.0,0.66,0.66,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Oklahoma,7.0,1.38,1.38,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Oregon,41.0,-0.62,-0.62,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Pennsylvania,33.0,0.12,0.12,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Rhode Island,45.0,-1.05,-1.05,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,South Carolina,21.0,0.83,0.83,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,South Dakota,5.0,1.46,1.46,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Tennessee,11.0,1.21,1.21,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Texas,30.0,0.41,0.41,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Utah,14.0,1.08,1.08,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Virginia,28.0,0.48,0.48,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Vermont,41.0,-0.62,-0.62,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Washington,36.0,-0.21,-0.21,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Wisconsin,35.0,0.05,0.05,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,West Virginia,1.0,2.0,2.0,,,AHR data
2022,2022 Senior,Housing and Transit - Senior,Wyoming,2.0,1.74,1.74,,,AHR data
2022,2022 Senior,Immunizations - Senior,Alaska,50.0,-1.73,-1.73,,,AHR data
2022,2022 Senior,Immunizations - Senior,Alabama,44.0,-0.775,-0.775,,,AHR data
2022,2022 Senior,Immunizations - Senior,Arkansas,27.0,0.235,0.235,,,AHR data
2022,2022 Senior,Immunizations - Senior,Arizona,35.0,-0.22,-0.22,,,AHR data
2022,2022 Senior,Immunizations - Senior,California,32.0,-0.03,-0.03,,,AHR data
2022,2022 Senior,Immunizations - Senior,Colorado,8.0,1.13,1.13,,,AHR data
2022,2022 Senior,Immunizations - Senior,Connecticut,10.0,0.995,0.995,,,AHR data
2022,2022 Senior,Immunizations - Senior,Delaware,27.0,0.235,0.235,,,AHR data
2022,2022 Senior,Immunizations - Senior,Florida,49.0,-1.52,-1.52,,,AHR data
2022,2022 Senior,Immunizations - Senior,Georgia,31.0,0.005,0.005,,,AHR data
2022,2022 Senior,Immunizations - Senior,Hawaii,48.0,-1.485,-1.485,,,AHR data
2022,2022 Senior,Immunizations - Senior,Iowa,13.0,0.86,0.86,,,AHR data
2022,2022 Senior,Immunizations - Senior,Idaho,41.0,-0.465,-0.465,,,AHR data
2022,2022 Senior,Immunizations - Senior,Illinois,37.0,-0.24,-0.24,,,AHR data
2022,2022 Senior,Immunizations - Senior,Indiana,21.0,0.505,0.505,,,AHR data
2022,2022 Senior,Immunizations - Senior,Kansas,22.0,0.495,0.495,,,AHR data
2022,2022 Senior,Immunizations - Senior,Kentucky,20.0,0.525,0.525,,,AHR data
2022,2022 Senior,Immunizations - Senior,Louisiana,40.0,-0.415,-0.415,,,AHR data
2022,2022 Senior,Immunizations - Senior,Massachusetts,1.0,1.745,1.745,,,AHR data
2022,2022 Senior,Immunizations - Senior,Maryland,4.0,1.275,1.275,,,AHR data
2022,2022 Senior,Immunizations - Senior,Maine,11.0,0.95,0.95,,,AHR data
2022,2022 Senior,Immunizations - Senior,Michigan,15.0,0.755,0.755,,,AHR data
2022,2022 Senior,Immunizations - Senior,Minnesota,23.0,0.48,0.48,,,AHR data
2022,2022 Senior,Immunizations - Senior,Missouri,25.0,0.345,0.345,,,AHR data
2022,2022 Senior,Immunizations - Senior,Mississippi,43.0,-0.65,-0.65,,,AHR data
2022,2022 Senior,Immunizations - Senior,Montana,39.0,-0.37,-0.37,,,AHR data
2022,2022 Senior,Immunizations - Senior,North Carolina,3.0,1.33,1.33,,,AHR data
2022,2022 Senior,Immunizations - Senior,North Dakota,26.0,0.33,0.33,,,AHR data
2022,2022 Senior,Immunizations - Senior,Nebraska,5.0,1.225,1.225,,,AHR data
2022,2022 Senior,Immunizations - Senior,New Hampshire,9.0,1.06,1.06,,,AHR data
2022,2022 Senior,Immunizations - Senior,New Jersey,47.0,-1.35,-1.35,,,AHR data
2022,2022 Senior,Immunizations - Senior,New Mexico,24.0,0.385,0.385,,,AHR data
2022,2022 Senior,Immunizations - Senior,Nevada,42.0,-0.63,-0.63,,,AHR data
2022,2022 Senior,Immunizations - Senior,New York,45.0,-1.075,-1.075,,,AHR data
2022,2022 Senior,Immunizations - Senior,Ohio,33.0,-0.055,-0.055,,,AHR data
2022,2022 Senior,Immunizations - Senior,Oklahoma,12.0,0.91,0.91,,,AHR data
2022,2022 Senior,Immunizations - Senior,Oregon,36.0,-0.23,-0.23,,,AHR data
2022,2022 Senior,Immunizations - Senior,Pennsylvania,30.0,0.075,0.075,,,AHR data
2022,2022 Senior,Immunizations - Senior,Rhode Island,6.0,1.205,1.205,,,AHR data
2022,2022 Senior,Immunizations - Senior,South Carolina,29.0,0.09,0.09,,,AHR data
2022,2022 Senior,Immunizations - Senior,South Dakota,2.0,1.41,1.41,,,AHR data
2022,2022 Senior,Immunizations - Senior,Tennessee,34.0,-0.165,-0.165,,,AHR data
2022,2022 Senior,Immunizations - Senior,Texas,38.0,-0.28,-0.28,,,AHR data
2022,2022 Senior,Immunizations - Senior,Utah,16.0,0.72,0.72,,,AHR data
2022,2022 Senior,Immunizations - Senior,Virginia,14.0,0.815,0.815,,,AHR data
2022,2022 Senior,Immunizations - Senior,Vermont,18.0,0.585,0.585,,,AHR data
2022,2022 Senior,Immunizations - Senior,Washington,7.0,1.145,1.145,,,AHR data
2022,2022 Senior,Immunizations - Senior,Wisconsin,17.0,0.59,0.59,,,AHR data
2022,2022 Senior,Immunizations - Senior,West Virginia,19.0,0.58,0.58,,,AHR data
2022,2022 Senior,Immunizations - Senior,Wyoming,46.0,-1.16,-1.16,,,AHR data
2022,2022 Senior,Independent Living Difficulty,Alaska,18.0,12.8,1.02,13.6,12.0,AHR data
2022,2022 Senior,Independent Living Difficulty,Alabama,48.0,17.1,1.69,17.5,16.7,AHR data
2022,2022 Senior,Independent Living Difficulty,Arkansas,46.0,16.5,2.0,16.9,16.1,AHR data
2022,2022 Senior,Independent Living Difficulty,Arizona,15.0,12.3,-0.25,12.5,12.1,AHR data
2022,2022 Senior,Independent Living Difficulty,California,47.0,16.6,-0.09,16.7,16.5,AHR data
2022,2022 Senior,Independent Living Difficulty,Colorado,9.0,11.4,-0.95,11.6,11.2,AHR data
2022,2022 Senior,Independent Living Difficulty,Connecticut,23.0,13.5,-1.42,13.9,13.1,AHR data
2022,2022 Senior,Independent Living Difficulty,Delaware,14.0,12.1,-1.29,12.8,11.4,AHR data
2022,2022 Senior,Independent Living Difficulty,Florida,20.0,13.0,-0.62,13.1,12.9,AHR data
2022,2022 Senior,Independent Living Difficulty,Georgia,37.0,14.6,0.25,14.8,14.4,AHR data
2022,2022 Senior,Independent Living Difficulty,Hawaii,38.0,14.9,-0.58,15.5,14.3,AHR data
2022,2022 Senior,Independent Living Difficulty,Iowa,6.0,11.1,-1.05,11.5,10.7,AHR data
2022,2022 Senior,Independent Living Difficulty,Idaho,10.0,11.5,0.22,12.0,11.0,AHR data
2022,2022 Senior,Independent Living Difficulty,Illinois,35.0,14.2,-0.62,14.4,14.0,AHR data
2022,2022 Senior,Independent Living Difficulty,Indiana,21.0,13.3,0.31,13.5,13.1,AHR data
2022,2022 Senior,Independent Living Difficulty,Kansas,17.0,12.7,0.22,13.1,12.3,AHR data
2022,2022 Senior,Independent Living Difficulty,Kentucky,45.0,16.3,1.72,16.7,15.9,AHR data
2022,2022 Senior,Independent Living Difficulty,Louisiana,43.0,15.8,1.23,16.2,15.4,AHR data
2022,2022 Senior,Independent Living Difficulty,Massachusetts,23.0,13.5,-0.92,13.7,13.3,AHR data
2022,2022 Senior,Independent Living Difficulty,Maryland,23.0,13.5,-1.17,13.7,13.3,AHR data
2022,2022 Senior,Independent Living Difficulty,Maine,12.0,11.6,-0.4,12.2,11.0,AHR data
2022,2022 Senior,Independent Living Difficulty,Michigan,31.0,14.0,-0.15,14.2,13.8,AHR data
2022,2022 Senior,Independent Living Difficulty,Minnesota,7.0,11.3,-1.26,11.5,11.1,AHR data
2022,2022 Senior,Independent Living Difficulty,Missouri,31.0,14.0,0.52,14.2,13.8,AHR data
2022,2022 Senior,Independent Living Difficulty,Mississippi,50.0,18.4,2.0,18.9,17.9,AHR data
2022,2022 Senior,Independent Living Difficulty,Montana,2.0,10.4,-0.31,10.9,9.9,AHR data
2022,2022 Senior,Independent Living Difficulty,North Carolina,33.0,14.1,0.09,14.3,13.9,AHR data
2022,2022 Senior,Independent Living Difficulty,North Dakota,5.0,10.7,-0.43,11.3,10.1,AHR data
2022,2022 Senior,Independent Living Difficulty,Nebraska,10.0,11.5,-0.4,11.9,11.1,AHR data
2022,2022 Senior,Independent Living Difficulty,New Hampshire,3.0,10.5,-1.05,11.1,9.9,AHR data
2022,2022 Senior,Independent Living Difficulty,New Jersey,29.0,13.9,-1.23,14.1,13.7,AHR data
2022,2022 Senior,Independent Living Difficulty,New Mexico,42.0,15.6,1.29,16.2,15.0,AHR data
2022,2022 Senior,Independent Living Difficulty,Nevada,19.0,12.9,-0.12,13.4,12.4,AHR data
2022,2022 Senior,Independent Living Difficulty,New York,39.0,15.0,-0.74,15.1,14.9,AHR data
2022,2022 Senior,Independent Living Difficulty,Ohio,28.0,13.8,-0.18,14.0,13.6,AHR data
2022,2022 Senior,Independent Living Difficulty,Oklahoma,40.0,15.3,2.0,15.5,15.1,AHR data
2022,2022 Senior,Independent Living Difficulty,Oregon,21.0,13.3,0.28,13.7,12.9,AHR data
2022,2022 Senior,Independent Living Difficulty,Pennsylvania,33.0,14.1,-0.37,14.2,14.0,AHR data
2022,2022 Senior,Independent Living Difficulty,Rhode Island,29.0,13.9,-0.8,14.5,13.3,AHR data
2022,2022 Senior,Independent Living Difficulty,South Carolina,36.0,14.4,0.12,14.8,14.0,AHR data
2022,2022 Senior,Independent Living Difficulty,South Dakota,3.0,10.5,-0.71,11.1,9.9,AHR data
2022,2022 Senior,Independent Living Difficulty,Tennessee,44.0,16.0,1.14,16.2,15.8,AHR data
2022,2022 Senior,Independent Living Difficulty,Texas,41.0,15.5,0.77,15.6,15.4,AHR data
2022,2022 Senior,Independent Living Difficulty,Utah,16.0,12.4,-0.49,12.9,11.9,AHR data
2022,2022 Senior,Independent Living Difficulty,Virginia,27.0,13.6,-0.65,13.8,13.4,AHR data
2022,2022 Senior,Independent Living Difficulty,Vermont,7.0,11.3,-0.86,12.0,10.6,AHR data
2022,2022 Senior,Independent Living Difficulty,Washington,23.0,13.5,0.03,13.7,13.3,AHR data
2022,2022 Senior,Independent Living Difficulty,Wisconsin,13.0,11.7,-1.2,11.9,11.5,AHR data
2022,2022 Senior,Independent Living Difficulty,West Virginia,49.0,17.3,2.0,17.8,16.8,AHR data
2022,2022 Senior,Independent Living Difficulty,Wyoming,1.0,10.2,0.28,11.0,9.4,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Alabama,48.0,30.3,1.19,33.2,27.3,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Alaska,40.0,28.3,0.64,32.6,24.0,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Arizona,20.0,24.1,-0.53,26.3,21.9,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Arkansas,18.0,23.5,-0.69,25.7,21.4,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,California,34.0,26.7,0.19,30.3,23.1,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Colorado,3.0,20.1,-1.63,21.8,18.3,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Connecticut,26.0,25.4,-0.17,27.8,23.0,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Delaware,39.0,28.0,0.55,31.6,24.4,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Florida,28.0,25.5,-0.14,28.0,23.0,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Georgia,33.0,26.5,0.14,28.9,24.2,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Hawaii,50.0,38.6,2.0,41.4,35.8,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Idaho,4.0,20.4,-1.55,22.9,17.9,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Illinois,36.0,26.8,0.22,30.4,23.2,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Indiana,20.0,24.1,-0.53,26.0,22.3,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Iowa,10.0,22.7,-0.91,24.5,21.0,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Kansas,12.0,23.1,-0.8,24.8,21.4,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Kentucky,49.0,32.8,1.88,36.3,29.4,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Louisiana,46.0,29.7,1.02,32.7,26.7,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Maine,29.0,25.6,-0.11,27.4,23.7,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Maryland,24.0,25.3,-0.19,27.0,23.6,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Massachusetts,41.0,28.5,0.69,31.4,25.6,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Michigan,31.0,26.3,0.08,28.5,24.1,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Minnesota,2.0,20.0,-1.66,21.5,18.6,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Mississippi,36.0,26.8,0.22,29.1,24.5,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Missouri,23.0,25.2,-0.22,27.2,23.1,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Montana,5.0,21.2,-1.33,23.2,19.2,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Nebraska,5.0,21.2,-1.33,22.8,19.7,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Nevada,43.0,29.4,0.94,34.6,24.3,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,New Hampshire,19.0,23.9,-0.58,25.9,21.8,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,New Jersey,42.0,28.6,0.72,30.9,26.4,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,New Mexico,34.0,26.7,0.19,29.5,24.0,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,New York,43.0,29.4,0.94,31.5,27.4,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,North Carolina,24.0,25.3,-0.19,27.9,22.7,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,North Dakota,9.0,22.6,-0.94,25.0,20.3,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Ohio,30.0,26.1,0.03,27.8,24.3,AHR data
2022,2022 Senior,Insufficient Sleep - Ages 65+,Oklahoma,12.0,23.1,-0.8,25.5,20.7,AHR data
